Brand,Model,Location,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Mileage,Engine,Price
Maruti,A-Star Vxi,Hyderabad,2010,68375,Petrol,First,19.0 kmpl,998 CC,2.5
Maruti,Swift ZXI,Pune,2013,52000,Petrol,First,18.6 kmpl,1197 CC,3.95
Mercedes-Benz,CLA 200,Jaipur,2017,39000,Diesel,First,17.9 kmpl,2143 CC,27.0
Maruti,Ertiga ZXI,Bangalore,2014,68000,Petrol,Second,16.02 kmpl,1373 CC,6.75
Maruti,Wagon R,Jaipur,2007,71000,Petrol,Second,18.9 kmpl,998 CC,1.5
Volkswagen,Polo Diesel,Hyderabad,2012,72003,Diesel,First,22.07 kmpl,1199 CC,3.9
Ford,Ecosport 1.5,Hyderabad,2014,135670,Diesel,First,22.7 kmpl,1498 CC,6.55
Honda,City i,Kochi,2017,65850,Diesel,First,25.1 kmpl,1498 CC,9.44
Toyota,Corolla Altis,Coimbatore,2015,53920,Petrol,First,14.28 kmpl,1798 CC,10.77
Mahindra,XUV500 W8,Ahmedabad,2014,58000,Diesel,First,15.1 kmpl,2179 CC,7.5
Maruti,Alto 800,Kolkata,2016,4000,Petrol,First,24.7 kmpl,796 CC,3.0
BMW,5 Series,Chennai,2010,58000,Diesel,First,18.59 kmpl,2993 CC,11.75
Hyundai,EON D,Kochi,2016,29832,Petrol,First,21.1 kmpl,814 CC,3.29
Maruti,Swift Dzire,Chennai,2016,71156,Diesel,First,26.59 kmpl,1248 CC,6.5
Maruti,Celerio CNG,Delhi,2015,64687,CNG,First,31.79 km/kg,998 CC,3.8
Audi,A4 2.0,Hyderabad,2011,54000,Diesel,First,16.55 kmpl,1968 CC,18.0
Skoda,Superb Elegance,Bangalore,2009,75000,Petrol,Second,13.7 kmpl,1798 CC,4.95
Tata,Zest Revotron,Kochi,2015,39208,Petrol,First,17.57 kmpl,1193 CC,4.52
Force,One LX,Kolkata,2014,41000,Diesel,First,17.0 kmpl,2149 CC,8.0
Honda,City i-VTEC,Coimbatore,2013,38622,Petrol,First,17.4 kmpl,1497 CC,6.26
Nissan,Sunny 2011-2014,Chennai,2016,18000,Petrol,First,16.95 kmpl,1498 CC,7.5
Maruti,Swift 1.3,Delhi,2012,52000,Petrol,First,16.1 kmpl,,3.65
Volkswagen,Vento Petrol,Mumbai,2011,45000,Petrol,First,14.4 kmpl,1598 CC,3.35
Hyundai,Verna 1.6,Mumbai,2014,48656,Petrol,First,15.74 kmpl,1591 CC,5.5
Hyundai,Verna CRDi,Bangalore,2012,79000,Diesel,First,22.0 kmpl,1582 CC,5.25
Audi,A4 2.0,Bangalore,2012,88000,Diesel,First,16.55 kmpl,1968 CC,16.25
Maruti,SX4 Vxi,Delhi,2009,92000,Petrol,First,15.5 kmpl,1586 CC,2.7
Ford,Endeavour 2.2,Chennai,2019,9000,Diesel,First,12.62 kmpl,2198 CC,32.9
Maruti,Swift LXI,Coimbatore,2008,50121,Petrol,First,20.4 kmpl,1197 CC,3.41
Hyundai,Grand i10,Hyderabad,2014,79000,Diesel,First,24.0 kmpl,1120 CC,4.15
Volkswagen,Polo 1.5,Hyderabad,2014,46000,Diesel,Second,20.14 kmpl,1498 CC,5.9
Mercedes-Benz,E-Class 230,Pune,2012,100000,Petrol,First,10.0 kmpl,2496 CC,11.5
Hyundai,i20 Asta,Kolkata,2015,41000,Petrol,First,18.6 kmpl,1197 CC,4.75
Maruti,Alto K10,Chennai,2015,25000,Petrol,First,24.07 kmpl,998 CC,3.5
Maruti,Ertiga VDI,Pune,2014,71899,Diesel,First,20.77 kmpl,1248 CC,7.25
Maruti,Celerio VXI,Mumbai,2016,7100,Petrol,First,23.1 kmpl,998 CC,4.35
Renault,KWID Climber,Coimbatore,2018,38171,Petrol,Second,22.5 kmpl,999 CC,4.99
Mahindra,Scorpio SLE,Bangalore,2013,70359,Diesel,First,12.05 kmpl,2179 CC,7.65
Toyota,Innova 2.5,Chennai,2011,200000,Diesel,First,12.8 kmpl,2494 CC,9.0
Volkswagen,Polo Diesel,Chennai,2017,26969,Diesel,First,22.07 kmpl,1199 CC,6.9
Ford,Figo Diesel,Chennai,2011,56500,Diesel,First,20.0 kmpl,1399 CC,2.9
Nissan,Terrano XL,Kolkata,2014,40000,Diesel,First,20.45 kmpl,1461 CC,5.75
Force,One LX,Kolkata,2014,41000,Diesel,First,17.0 kmpl,2200 CC,8.0
Renault,KWID 1.0,Kochi,2017,53105,Petrol,First,22.5 kmpl,999 CC,4.41
Skoda,Rapid 1.5,Mumbai,2013,23000,Diesel,First,21.14 kmpl,1498 CC,4.95
Mahindra,XUV500 AT,Hyderabad,2016,80999,Diesel,First,16.0 kmpl,2179 CC,14.4
Ford,Figo Diesel,Chennai,2012,82000,Diesel,First,20.0 kmpl,1399 CC,2.95
Mahindra,Bolero ZLX,Coimbatore,2017,68557,Diesel,First,15.96 kmpl,2523 CC,8.14
Volkswagen,Vento 1.5,Hyderabad,2016,34000,Diesel,First,20.64 kmpl,1498 CC,8.45
Toyota,Innova 2.5,Pune,2015,77000,Diesel,First,12.99 kmpl,2494 CC,12.5
Mahindra,XUV500 W8,Mumbai,2012,48000,Diesel,First,15.1 kmpl,2179 CC,6.5
Ford,Ecosport 1.5,Coimbatore,2015,28232,Petrol,Second,15.8 kmpl,1499 CC,7.72
Volkswagen,Jetta 2012-2014,Chennai,2011,110000,Diesel,First,16.96 kmpl,1968 CC,8.0
Tata,New Safari,Chennai,2009,120000,Diesel,Second,13.93 kmpl,2179 CC,3.0
BMW,3 Series,Mumbai,2013,49000,Diesel,First,8.2 kmpl,2993 CC,29.0
Volkswagen,Polo 1.2,Kolkata,2014,22000,Petrol,First,16.47 kmpl,1198 CC,4.11
Hyundai,i20 Magna,Coimbatore,2015,14925,Petrol,First,18.5 kmpl,1197 CC,5.37
Maruti,Ertiga ZDI,Mumbai,2013,75000,Diesel,First,20.77 kmpl,1248 CC,6.55
Honda,City i,Chennai,2015,23000,Petrol,First,17.4 kmpl,1497 CC,7.0
Honda,City 1.5,Mumbai,2014,57000,Petrol,First,17.0 kmpl,1497 CC,5.48
Volkswagen,Jetta 2013-2015,Kochi,2013,76718,Diesel,First,16.96 kmpl,1968 CC,6.51
Honda,Amaze VX,Pune,2016,138000,Diesel,First,25.8 kmpl,1498 CC,5.15
Mahindra,XUV500 W8,Hyderabad,2013,140000,Diesel,Second,15.1 kmpl,2179 CC,9.0
Toyota,Corolla Altis,Mumbai,2008,110000,Petrol,Second,14.53 kmpl,1798 CC,2.75
Hyundai,Santro Xing,Pune,2005,126000,Petrol,Second,17.0 kmpl,1086 CC,1.2
BMW,3 Series,Bangalore,2012,73000,Diesel,First,22.69 kmpl,1995 CC,12.5
Ford,EcoSport 1.5,Kochi,2017,63423,Diesel,First,23.0 kmpl,1498 CC,7.69
Hyundai,i20 Asta,Kochi,2013,62132,Petrol,First,18.5 kmpl,1197 CC,4.57
Honda,City 1.5,Mumbai,2013,51000,Petrol,First,16.8 kmpl,1497 CC,4.5
Maruti,Ritz VDI,Hyderabad,2015,75000,Diesel,First,23.2 kmpl,1248 CC,4.9
Hyundai,i10 Era,Kolkata,2008,55410,Petrol,First,19.81 kmpl,1086 CC,1.65
Chevrolet,Sail 1.2,Mumbai,2015,41000,Petrol,First,18.2 kmpl,1199 CC,3.25
Hyundai,Verna 1.6,Chennai,2012,45000,Diesel,First,22.32 kmpl,1582 CC,6.25
Hyundai,Creta 1.6,Kochi,2018,53322,Petrol,First,15.8 kmpl,1591 CC,12.13
Chevrolet,Sail 1.2,Jaipur,2013,48000,Petrol,First,18.2 kmpl,1199 CC,3.25
Audi,Q5 2.0,Hyderabad,2013,72000,Diesel,First,14.16 kmpl,1968 CC,29.0
Honda,City 1.5,Kochi,2013,50266,Petrol,First,17.0 kmpl,1497 CC,5.53
Ford,EcoSport 1.5,Hyderabad,2017,21800,Petrol,First,17.0 kmpl,1497 CC,8.75
Audi,Q7 3.0,Bangalore,2014,45000,Diesel,Second,12.07 kmpl,2967 CC,37.9
Hyundai,i10 Magna,Delhi,2010,62000,Petrol,First,20.36 kmpl,1197 CC,2.4
Hyundai,i20 1.2,Chennai,2014,41681,Petrol,First,17.0 kmpl,1197 CC,4.55
Maruti,Swift Dzire,Delhi,2011,69313,Petrol,Second,17.5 kmpl,1197 CC,2.65
Tata,Indica V2,Pune,2017,49000,Diesel,Second,25.0 kmpl,1396 CC,1.6
BMW,5 Series,Coimbatore,2012,40471,Diesel,Second,16.2 kmpl,2993 CC,25.72
Maruti,Swift VDI,Ahmedabad,2013,60000,Diesel,First,22.9 kmpl,1248 CC,4.15
Ford,Freestyle Titanium,Jaipur,2018,1001,Petrol,First,19.0 kmpl,1194 CC,7.23
Hyundai,Verna XXi,Bangalore,2008,38000,Petrol,Second,13.9 kmpl,1599 CC,2.6
BMW,3 Series,Mumbai,2008,66000,Diesel,Second,16.07 kmpl,1995 CC,7.25
Toyota,Innova 2.5,Kochi,2017,33901,Diesel,First,12.8 kmpl,2494 CC,14.29
Mercedes-Benz,New C-Class,Hyderabad,2011,57000,Diesel,Second,14.94 kmpl,2143 CC,17.25
Hyundai,Elantra 1.6,Pune,2013,170000,Diesel,First,22.54 kmpl,1582 CC,7.5
Maruti,Ritz ZDi,Hyderabad,2014,60000,Diesel,First,23.2 kmpl,1248 CC,4.35
Maruti,Vitara Brezza,Pune,2016,85000,Diesel,First,24.3 kmpl,1248 CC,8.9
Hyundai,Xcent 1.2,Kolkata,2016,146000,Petrol,Second,19.1 kmpl,1197 CC,3.5
Honda,City i,Kolkata,2014,56002,Diesel,First,26.0 kmpl,1498 CC,6.1
Renault,KWID RXT,Mumbai,2016,8554,Petrol,First,25.17 kmpl,799 CC,3.2
Toyota,Etios Cross,Jaipur,2014,62322,Diesel,First,23.59 kmpl,1364 CC,4.9
Maruti,Alto K10,Kochi,2015,37929,Petrol,First,24.07 kmpl,998 CC,3.69
Tata,Tiago 1.2,Chennai,2016,5400,Petrol,First,23.84 kmpl,1199 CC,3.98
Hyundai,i20 1.4,Kolkata,2013,60000,Diesel,First,21.9 kmpl,1396 CC,2.95
Audi,A4 2.0,Kochi,2014,55730,Diesel,First,16.55 kmpl,1968 CC,15.21
Maruti,Swift VDI,Hyderabad,2015,62000,Diesel,First,28.4 kmpl,1248 CC,6.3
Volkswagen,Ameo 1.2,Kochi,2017,14576,Petrol,First,17.0 kmpl,1198 CC,6.69
Honda,BRV i-VTEC,Mumbai,2017,17000,Petrol,First,16.0 kmpl,1497 CC,9.5
Hyundai,i20 Asta,Mumbai,2009,28000,Petrol,First,17.0 kmpl,1197 CC,2.65
Hyundai,Santa Fe,Ahmedabad,2012,58200,Diesel,First,14.66 kmpl,2199 CC,7.5
Honda,City 1.5,Bangalore,2002,53000,Petrol,Second,0.0 kmpl,,1.85
Maruti,Celerio ZXI,Kochi,2018,12278,Petrol,First,23.1 kmpl,998 CC,5.63
Hyundai,Creta 1.6,Coimbatore,2018,17665,Petrol,First,15.8 kmpl,1591 CC,11.78
Tata,Indica V2,Hyderabad,2004,200000,Diesel,Second,17.88 kmpl,1396 CC,0.85
Volkswagen,Vento Petrol,Mumbai,2011,55893,Petrol,First,15.04 kmpl,1598 CC,3.35
Maruti,Celerio VXI,Kochi,2015,60586,Petrol,First,23.1 kmpl,998 CC,4.11
Mercedes-Benz,CLA 200,Ahmedabad,2015,13500,Diesel,First,17.9 kmpl,2143 CC,25.51
Maruti,Alto 800,Jaipur,2017,30000,Petrol,First,22.74 kmpl,796 CC,3.1
Ford,Endeavour 3.2,Delhi,2018,12000,Diesel,First,10.91 kmpl,3198 CC,33.5
Tata,Zest Revotron,Kolkata,2017,65000,Petrol,First,17.57 kmpl,1193 CC,4.8
Volkswagen,Vento 1.6,Kolkata,2014,38000,Petrol,First,16.09 kmpl,1598 CC,3.49
Maruti,Ertiga ZXI,Mumbai,2012,25000,Petrol,Second,17.5 kmpl,1373 CC,5.15
Mercedes-Benz,M-Class ML,Mumbai,2011,100000,Diesel,First,14.0 kmpl,2987 CC,14.41
Volkswagen,Polo 1.2,Mumbai,2014,13710,Petrol,First,16.2 kmpl,1199 CC,4.75
Toyota,Fortuner 4x2,Jaipur,2015,100000,Diesel,First,12.55 kmpl,2982 CC,19.0
Maruti,Celerio VXI,Hyderabad,2017,17000,Petrol,First,23.1 kmpl,998 CC,4.9
BMW,3 Series,Chennai,2008,89000,Diesel,Second,16.07 kmpl,1995 CC,6.3
Honda,City ZX,Jaipur,2006,100173,Petrol,Second,16.9 kmpl,1497 CC,2.4
Mitsubishi,Cedia Sports,Pune,2009,97000,Petrol,First,13.17 kmpl,1999 CC,3.0
Renault,Pulse Petrol,Delhi,2016,40190,Petrol,First,18.06 kmpl,1198 CC,4.25
Volkswagen,Polo 1.5,Hyderabad,2016,29647,Diesel,First,20.14 kmpl,1498 CC,6.3
Maruti,Baleno RS,Kochi,2018,43639,Petrol,First,21.1 kmpl,998 CC,8.15
Hyundai,i10 Magna,Kochi,2012,37333,Petrol,First,20.36 kmpl,1197 CC,3.22
Hyundai,i20 1.2,Kochi,2018,48407,Petrol,First,18.6 kmpl,1197 CC,7.65
BMW,Z4 2009-2013,Delhi,2011,25000,Petrol,First,10.37 kmpl,2979 CC,30.0
Hyundai,i10 Sportz,Pune,2010,72400,Petrol,Second,20.36 kmpl,1197 CC,2.3
Mini,Cooper S,Delhi,2012,18000,Petrol,First,13.6 kmpl,1598 CC,22.0
Honda,Brio V,Pune,2012,65167,Petrol,First,19.4 kmpl,1198 CC,3.28
Maruti,Ciaz ZXi,Kochi,2016,25418,Petrol,First,20.73 kmpl,1373 CC,7.09
Maruti,Swift Dzire,Coimbatore,2013,38995,Diesel,First,19.3 kmpl,1248 CC,6.46
Volkswagen,Polo Diesel,Chennai,2012,60000,Diesel,First,22.07 kmpl,1199 CC,4.0
BMW,X1 sDrive20d,Delhi,2011,72000,Diesel,First,17.05 kmpl,1995 CC,11.0
Audi,Q7 3.0,Coimbatore,2016,31075,Diesel,Second,12.07 kmpl,2967 CC,49.79
Ford,Figo 1.5D,Kolkata,2015,4311,Diesel,First,25.83 kmpl,1498 CC,4.8
BMW,3 Series,Bangalore,2017,21000,Diesel,First,21.76 kmpl,1995 CC,35.0
Mercedes-Benz,M-Class ML,Bangalore,2011,54000,Diesel,First,14.0 kmpl,2987 CC,21.99
Maruti,Wagon R,Mumbai,2007,50000,Petrol,Second,17.3 kmpl,1061 CC,1.1
Maruti,Baleno Zeta,Delhi,2018,13000,Petrol,First,21.4 kmpl,1197 CC,6.6
Maruti,Dzire VXI,Pune,2013,74000,Petrol,First,22.0 kmpl,1197 CC,4.5
Chevrolet,Aveo U-VA,Pune,2009,75000,Petrol,Second,14.7 kmpl,1150 CC,1.0
Volkswagen,Polo 1.5,Chennai,2017,25000,Diesel,First,20.14 kmpl,1498 CC,6.9
Land,Rover Freelander,Hyderabad,2012,139000,Diesel,First,0.0 kmpl,2179 CC,16.75
Audi,Q5 30,Mumbai,2015,52000,Diesel,First,14.16 kmpl,1968 CC,25.49
Audi,A6 35,Chennai,2015,20000,Diesel,First,18.53 kmpl,1968 CC,35.5
Hyundai,Grand i10,Kochi,2018,32663,Diesel,First,24.0 kmpl,1186 CC,6.28
Mahindra,Scorpio SLE,Delhi,2012,76777,Diesel,Second,12.05 kmpl,2179 CC,4.88
Tata,Bolt Quadrajet,Hyderabad,2016,100303,Diesel,First,22.95 kmpl,1248 CC,3.7
Hyundai,EON Era,Kochi,2015,43993,Petrol,First,21.1 kmpl,814 CC,3.45
Mahindra,Scorpio S8,Kochi,2016,72118,Diesel,First,15.4 kmpl,2179 CC,10.23
Honda,Accord 2001-2003,Bangalore,2010,83000,Petrol,Second,11.1 kmpl,2354 CC,6.5
Volkswagen,Polo 1.2,Mumbai,2016,7523,Petrol,First,16.2 kmpl,1199 CC,6.15
Maruti,Eeco 7,Mumbai,2014,34670,Petrol,First,15.1 kmpl,1196 CC,2.9
Hyundai,Grand i10,Ahmedabad,2016,30000,Diesel,First,24.0 kmpl,1120 CC,5.5
Ford,Endeavour 3.2,Chennai,2017,17000,Diesel,First,10.91 kmpl,3198 CC,31.0
Hyundai,Grand i10,Delhi,2015,59261,Diesel,First,24.0 kmpl,1186 CC,4.25
Maruti,Swift VDI,Kochi,2016,65210,Diesel,First,22.9 kmpl,1248 CC,5.48
Hyundai,i20 1.2,Bangalore,2016,19000,Petrol,First,18.6 kmpl,1197 CC,7.25
Maruti,Swift Dzire,Hyderabad,2012,50000,Petrol,First,17.5 kmpl,1298 CC,3.0
BMW,3 Series,Hyderabad,2015,47000,Diesel,First,22.69 kmpl,1995 CC,29.5
Honda,City ZX,Mumbai,2007,75000,Petrol,Second,17.7 kmpl,1497 CC,1.49
Hyundai,i10 Sportz,Pune,2013,54534,Petrol,First,16.95 kmpl,1197 CC,3.65
Ford,Ecosport Signature,Ahmedabad,2018,13000,Diesel,First,23.0 kmpl,1498 CC,10.9
Maruti,Celerio ZXI,Bangalore,2015,48808,Petrol,First,23.1 kmpl,998 CC,4.3
Maruti,Ertiga VDI,Pune,2012,63001,Diesel,Second,20.77 kmpl,1248 CC,6.11
Toyota,Innova 2.5,Hyderabad,2015,64771,Diesel,First,12.8 kmpl,2494 CC,15.5
Honda,City i,Mumbai,2016,34634,Petrol,First,17.8 kmpl,1497 CC,6.9
Maruti,Swift Dzire,Bangalore,2012,69242,Petrol,First,19.1 kmpl,1197 CC,4.69
Maruti,Ritz LXi,Kochi,2011,33292,Petrol,First,18.5 kmpl,1197 CC,3.19
Hyundai,i20 Sportz,Pune,2012,55000,Petrol,Second,15.0 kmpl,1396 CC,3.75
Hyundai,i20 Active,Pune,2019,1000,Petrol,First,17.19 kmpl,1197 CC,8.6
Honda,City 1.5,Chennai,2011,80000,Petrol,Second,17.0 kmpl,1497 CC,3.85
Porsche,Cayenne S,Coimbatore,2016,65003,Diesel,First,13.6 kmpl,4134 CC,67.83
Honda,Amaze VX,Coimbatore,2019,16573,Petrol,First,17.8 kmpl,1198 CC,9.31
Honda,Civic 2006-2010,Pune,2008,152633,Petrol,First,12.9 kmpl,1799 CC,3.0
Hyundai,i20 Magna,Bangalore,2015,53000,Petrol,First,18.6 kmpl,1197 CC,5.5
Hyundai,Creta 1.6,Hyderabad,2017,50129,Diesel,First,19.67 kmpl,1582 CC,13.3
Audi,Q3 2012-2015,Hyderabad,2013,63716,Diesel,First,15.73 kmpl,1968 CC,23.0
Maruti,Alto 800,Mumbai,2018,11000,Petrol,First,24.7 kmpl,796 CC,3.35
BMW,X1 sDrive,Chennai,2012,115000,Diesel,Third,15.06 kmpl,1995 CC,10.0
Hyundai,i10 Magna,Delhi,2013,63265,Petrol,First,20.36 kmpl,1197 CC,2.95
Volkswagen,Ameo 1.5,Pune,2016,20000,Diesel,First,21.66 kmpl,1498 CC,6.75
Volkswagen,Polo Petrol,Pune,2010,79000,Petrol,Third,16.47 kmpl,1198 CC,2.44
Maruti,Ciaz VXi,Mumbai,2015,41000,Petrol,First,20.73 kmpl,1373 CC,5.85
Volkswagen,Polo GT,Kochi,2015,26323,Petrol,First,17.21 kmpl,1197 CC,7.4
Hyundai,Xcent 1.1,Pune,2016,76000,Diesel,First,24.4 kmpl,1120 CC,3.8
Honda,Civic 2006-2010,Hyderabad,2008,69972,Petrol,First,13.5 kmpl,1799 CC,3.8
Honda,City ZX,Kolkata,2008,69000,Petrol,First,17.7 kmpl,1497 CC,2.7
Mahindra,Bolero ZLX,Jaipur,2016,65000,Diesel,First,15.96 kmpl,2523 CC,7.21
Honda,City i,Hyderabad,2016,29512,Petrol,First,17.4 kmpl,1497 CC,7.9
Hyundai,Xcent 1.2,Kolkata,2017,51000,Diesel,First,25.4 kmpl,1186 CC,4.2
Renault,Duster 110PS,Mumbai,2014,58003,Diesel,First,19.01 kmpl,1461 CC,5.75
Maruti,A-Star AT,Hyderabad,2013,56500,Petrol,First,16.98 kmpl,998 CC,3.45
Audi,A4 2.0,Bangalore,2014,29063,Diesel,First,17.11 kmpl,1968 CC,25.75
Mahindra,XUV500 W8,Coimbatore,2018,46811,Diesel,First,16.0 kmpl,2179 CC,16.59
Renault,Pulse Petrol,Coimbatore,2014,31897,Petrol,First,18.06 kmpl,1198 CC,4.69
BMW,3 Series,Mumbai,2009,52100,Diesel,Second,13.2 kmpl,1995 CC,7.5
Toyota,Innova Crysta,Hyderabad,2016,73000,Diesel,First,13.68 kmpl,2393 CC,16.5
Honda,City 1.5,Kolkata,2009,31423,Petrol,First,17.0 kmpl,1497 CC,1.99
Maruti,Swift VDI,Chennai,2014,75180,Diesel,First,22.9 kmpl,1248 CC,5.25
Renault,Duster 110PS,Mumbai,2013,75000,Diesel,Second,19.64 kmpl,1461 CC,5.4
Volkswagen,Polo 1.2,Mumbai,2014,15000,Petrol,First,16.47 kmpl,1198 CC,3.9
Hyundai,i20 Active,Mumbai,2015,12000,Petrol,First,17.19 kmpl,1197 CC,5.8
BMW,5 Series,Pune,2014,32000,Diesel,First,18.12 kmpl,1995 CC,30.5
Maruti,Swift Dzire,Hyderabad,2017,44504,Diesel,First,23.4 kmpl,1248 CC,5.6
Mercedes-Benz,M-Class ML,Ahmedabad,2012,66000,Diesel,First,0.0 kmpl,2987 CC,23.0
Maruti,Swift LDI,Jaipur,2015,39437,Diesel,First,28.4 kmpl,1248 CC,5.15
Hyundai,Verna 1.6,Coimbatore,2017,36931,Diesel,First,19.08 kmpl,1582 CC,9.48
Tata,Nano XTA,Bangalore,2016,17800,Petrol,Second,21.9 kmpl,624 CC,2.38
Maruti,Swift Dzire,Hyderabad,2009,71346,Petrol,First,17.5 kmpl,1298 CC,3.8
Hyundai,i20 Asta,Delhi,2015,45000,Petrol,Second,18.6 kmpl,1197 CC,5.5
Hyundai,i20 1.2,Hyderabad,2010,85155,Petrol,First,17.0 kmpl,1197 CC,3.55
Maruti,Ciaz ZXi,Mumbai,2015,48823,Petrol,First,20.73 kmpl,1373 CC,6.35
Land,Rover Range,Delhi,2015,37000,Diesel,First,12.7 kmpl,2179 CC,36.0
Tata,Indigo LX,Hyderabad,2005,92000,Diesel,Second,16.1 kmpl,1405 CC,1.1
Tata,Zest Revotron,Mumbai,2014,36000,Petrol,First,17.57 kmpl,1193 CC,3.7
Mahindra,XUV500 W10,Delhi,2016,24569,Diesel,First,16.0 kmpl,1997 CC,13.5
Honda,Accord 2.4,Mumbai,2008,95000,Petrol,Third,11.7 kmpl,2354 CC,2.85
Tata,Nano Twist,Coimbatore,2015,25811,Petrol,Second,25.4 kmpl,624 CC,2.13
Hyundai,Elantra CRDi,Ahmedabad,2015,65000,Diesel,First,22.7 kmpl,1582 CC,7.75
Tata,Indica V2,Chennai,2017,100400,Diesel,First,25.0 kmpl,1396 CC,2.85
Honda,Amaze S,Jaipur,2014,76414,Diesel,First,25.8 kmpl,1498 CC,4.95
Mahindra,XUV500 W8,Kochi,2012,82103,Diesel,First,15.1 kmpl,2179 CC,6.2
BMW,X3 xDrive,Pune,2013,98000,Diesel,First,18.56 kmpl,1995 CC,17.5
Hyundai,Grand i10,Pune,2010,45252,Petrol,First,18.9 kmpl,1197 CC,2.25
Maruti,Baleno Zeta,Delhi,2017,10300,Petrol,First,21.4 kmpl,1197 CC,6.75
Hyundai,Verna 1.6,Kochi,2016,42024,Diesel,First,19.08 kmpl,1582 CC,9.73
Maruti,Ertiga VDI,Kochi,2018,51236,Diesel,First,25.47 kmpl,1248 CC,8.49
Mini,Cooper S,Mumbai,2013,52000,Petrol,First,13.6 kmpl,1598 CC,25.0
Maruti,Ritz ZDi,Coimbatore,2015,42894,Diesel,First,23.2 kmpl,1248 CC,5.59
Skoda,Laura L,Mumbai,2011,68000,Diesel,First,15.6 kmpl,1896 CC,4.8
Ford,Ecosport 1.5,Delhi,2014,69000,Diesel,First,22.7 kmpl,1498 CC,5.45
Hyundai,i20 2015-2017,Pune,2017,10000,Petrol,First,18.6 kmpl,1197 CC,6.5
Honda,Brio E,Chennai,2015,16000,Petrol,First,19.4 kmpl,1198 CC,4.35
Honda,Amaze S,Kolkata,2013,46992,Diesel,First,25.8 kmpl,1498 CC,3.75
BMW,5 Series,Pune,2010,170000,Diesel,Third,18.48 kmpl,1995 CC,12.0
Audi,Q7 3.0,Delhi,2014,58000,Diesel,First,12.07 kmpl,2967 CC,32.0
Hyundai,Grand i10,Jaipur,2015,50000,Diesel,Second,24.0 kmpl,1120 CC,4.0
Nissan,Micra Diesel,Kolkata,2011,39010,Diesel,First,23.08 kmpl,1461 CC,2.6
Hyundai,Grand i10,Jaipur,2016,26946,Petrol,First,18.9 kmpl,1197 CC,4.45
Hyundai,EON Era,Pune,2015,28700,Petrol,First,21.1 kmpl,814 CC,2.6
Mercedes-Benz,New C-Class,Chennai,2011,60000,Petrol,First,11.74 kmpl,1796 CC,16.0
Land,Rover Range,Delhi,2014,38999,Diesel,First,12.7 kmpl,2179 CC,32.5
Mahindra,Ssangyong Rexton,Mumbai,2016,39000,Diesel,First,11.18 kmpl,2696 CC,13.85
Maruti,Ciaz 1.4,Coimbatore,2018,7784,Petrol,First,20.73 kmpl,1373 CC,8.76
Mercedes-Benz,R-Class R350,Kochi,2014,45710,Petrol,First,11.8 kmpl,3498 CC,23.68
Maruti,Dzire AMT,Chennai,2017,42000,Petrol,First,22.0 kmpl,1197 CC,5.5
Land,Rover Range,Coimbatore,2013,75995,Diesel,Second,11.49 kmpl,4367 CC,65.81
Renault,Duster 110PS,Kolkata,2013,57000,Diesel,First,19.01 kmpl,1461 CC,4.99
Hyundai,Verna 1.6,Chennai,2013,85350,Diesel,Second,22.32 kmpl,1582 CC,5.7
Toyota,Corolla Altis,Coimbatore,2016,82725,Petrol,First,14.28 kmpl,1798 CC,11.99
BMW,3 Series,Mumbai,2016,19000,Diesel,Second,21.76 kmpl,1995 CC,29.99
Ford,EcoSport 1.5,Chennai,2018,13900,Petrol,First,18.88 kmpl,1499 CC,9.5
Maruti,Swift VDI,Hyderabad,2014,108000,Diesel,First,25.2 kmpl,1248 CC,5.5
Hyundai,Santa Fe,Bangalore,2016,36000,Diesel,First,11.72 kmpl,2199 CC,23.0
Tata,Indica V2,Hyderabad,2013,62188,Diesel,First,17.2 kmpl,1396 CC,2.95
Hyundai,Grand i10,Kochi,2015,58397,Diesel,First,24.0 kmpl,1120 CC,4.9
Hyundai,Santro Xing,Chennai,2006,85000,Petrol,Third,0.0 kmpl,1086 CC,1.3
Maruti,Wagon R,Delhi,2016,30000,Petrol,First,22.5 kmpl,998 CC,4.25
Mahindra,XUV500 W10,Kochi,2018,29907,Diesel,First,16.0 kmpl,2179 CC,16.36
Audi,A4 2.0,Kolkata,2009,46000,Diesel,First,16.55 kmpl,1968 CC,9.95
Volkswagen,Vento Diesel,Bangalore,2012,65000,Diesel,First,20.54 kmpl,1598 CC,5.5
Maruti,Vitara Brezza,Delhi,2016,22000,Diesel,First,24.3 kmpl,1248 CC,8.25
Maruti,Zen LX,Chennai,2002,99024,Petrol,First,17.3 kmpl,993 CC,0.95
Hyundai,i10 Era,Kochi,2016,34952,Petrol,First,19.81 kmpl,1086 CC,4.01
Honda,WR-V Edge,Kochi,2019,13913,Petrol,First,17.5 kmpl,1199 CC,8.2
Honda,City i,Chennai,2014,71000,Diesel,Second,25.1 kmpl,1498 CC,6.2
Toyota,Fortuner 4x2,Chennai,2012,97000,Diesel,First,11.5 kmpl,2982 CC,16.75
Mahindra,XUV500 AT,Delhi,2017,21000,Diesel,First,16.0 kmpl,2179 CC,16.5
Ford,Endeavour XLT,Mumbai,2007,116000,Diesel,Third,10.9 kmpl,2499 CC,3.75
Ford,Figo Diesel,Kolkata,2012,110438,Diesel,First,20.0 kmpl,1399 CC,3.5
